,dot_id,label,x,y,flg_type#1,flg_type#2,flg_type#3,flg_type#4,flg_type#5,flg_type#6,flg_type#7,tsr_cfd,has_inf,inf_cfd,has_filter_desc,filter_cfd,source,flg_pos_r,flg_pos_sin,flg_size,flg_shape,pub_road_num,pri_road_num,road_class,fc,link_type,camera_num,furniture_num,guidance_num,forbid_num
1383,53858bc5d2064fc5b91cb564e7f22df3,0,117.20776799999999,31.86905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,347,0,0,0,0,8,0.734376313,0.00189125,195.52951389999998,0.6415094339999999,0,3,47000.0,6.0,0.0,9,38,4,19
1153,728c4d170e8343598d898a621a36a419,0,117.242646,31.877568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,8,0.683209465,0.817221309,413.19444439999995,1.214285714,1,0,0.0,0.0,0.0,11,28,8,16
1633,4980a2abe999424abd11fde1e73e5ca7,0,117.24458200000001,31.886025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,8,0.45555555600000003,0.975609756,1863.7152780000001,2.973684211,2,0,44000.0,4.0,0.0,20,47,30,21
1753,e9973eb5fcff42998ef94ad03f782c0c,0,117.241227,31.854640000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,980,0,0,0,0,8,0.9273326140000001,0.12281341900000001,109.8090278,0.47826087,0,3,45000.0,6.0,0.0,12,23,12,31
368,41c4e2e645cc48269d26ae76397a80b1,1,114.340549,30.687359000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.517417452,-0.977074805,1754.5572920000002,3.712121212,5,0,43000.0,2.0,0.0,19,37,4,4
535,edd24ff43bfa4390a9bf7beea24f56fb,0,117.22419099999999,31.861465999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.531597286,-0.945786954,8546.875,3.798611111,3,0,44000.0,4.0,0.0,42,68,29,34
374,12a8c86784c44983bef15124079ea4c2,0,112.895843,39.456168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.873307515,0.057253600999999994,520.8333333,0.48,2,1,41000.0,1.0,0.0,5,16,0,0
2292,bb557ea87fba4c288ae3fc001ea32362,1,113.36686,23.03657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.80607804,0.158517875,526.1075949,0.301587302,2,1,0.0,0.0,0.0,1,16,5,11
1002,e5149cc3c8ef44f184eb5efe0e45055a,0,117.252927,31.848401000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.56365793,0.064065649,37.57911392,1.0555555559999998,2,3,0.0,0.0,0.0,6,19,1,18
85,4ecae51b797045c6a1cccc920cbfd2c9,1,119.472806,41.624463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.41120644700000003,-0.300605966,29.51388889,0.9411764709999999,1,0,45000.0,5.0,0.0,0,4,0,0
1720,9dac791d98064dc7b7576217f90b5336,0,117.255121,31.899088,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.539383271,-0.888360268,12016.60156,8.373913043,3,0,0.0,0.0,0.0,24,40,9,8
279,115e8ee1b304428a9535a28907d472c9,0,117.18746200000001,31.846515999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.653248211,0.954631181,1180.230035,0.489932886,2,0,45000.0,5.0,0.0,16,17,7,10
283,131d55e0120846afb29933cdf4b4645f,1,111.99862900000001,31.778022999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.797961508,0.161396104,3080.8080809999997,1.049180328,2,0,41000.0,1.0,0.0,4,16,1,0
547,508f4875adac43428363326a212fb395,1,118.497598,37.707862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.95034193,0.777497936,1952.2569440000002,1.6634615380000002,2,0,41000.0,1.0,0.0,39,28,1,0
1200,013d72b00aea4f58a653bd2c303ce510,0,120.292028,31.464242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,297,0,0,0,0,8,1.082487706,0.568392393,380.859375,0.8307692309999999,1,0,44000.0,4.0,0.0,11,37,12,17
2107,64614b9b89e343ca8d339b88ca3acbe3,1,117.650196,39.473501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.37566789799999994,-0.587841906,467.33940970000003,1.2372881359999999,1,0,41000.0,1.0,0.0,5,10,0,0
2394,d2a4d25604184996a8e74e548927c733,1,107.85798600000001,26.197966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,0,0,0,0,8,0.80381517,0.8673912220000001,46.875,0.75,2,1,42000.0,3.0,0.0,1,7,2,0
756,79839e5e9edd4b0cbed82ff960cd3d23,0,117.21788400000001,31.833399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,986,0,0,0,0,8,0.562042967,-0.353373537,156.57552080000002,0.9487179490000001,1,1,44000.0,3.0,0.0,7,36,10,23
1571,7c1e0ed52270486d93c5c448a40abefa,0,117.14517099999999,31.835752000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,1.00587009,0.8892246159999999,1195.746528,1.907894737,2,0,0.0,0.0,0.0,6,18,10,10
977,e5f5560dbf3241f8aaea1a2afb7754cc,0,117.15884799999999,31.857067999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.78641072,0.532730928,765.5620575,0.889473684,2,0,44000.0,4.0,0.0,6,29,22,5
1090,ebb73125790749e1a29e1b48fc887ed5,1,112.798666,27.945139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.200704976,-0.366762761,63.91059028,0.612903226,1,0,41000.0,1.0,0.0,35,24,0,0
925,9dc06e62398b4e959f243a1e0ff94d8d,1,104.077758,30.857989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,1,0.594677853,0.068971166,568.0561066,1.8333333330000001,3,0,45000.0,5.0,0.0,1,3,0,2
2378,dfcaecffdb9e4fcc907c5c3402c24c22,0,117.160091,31.857102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,982,1,999,0,0,1,0.78458547,0.990147662,267.8632736,0.981308411,3,0,44000.0,4.0,0.0,6,29,22,5
1907,c8b73eca0828454b868c0e5c2f055f73,1,111.84953700000001,25.557016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,1,0.878223069,0.7483594840000001,10929.25072,0.93019943,1,0,42000.0,3.0,0.0,3,15,0,0
1457,97b6eb9931c44e9d807e0a65ce01ec21,0,117.19079099999999,31.858482000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999,0,0,0,0,8,0.738076517,0.039517131000000004,286.4583333,0.872727273,2,0,44000.0,4.0,0.0,22,41,20,36
2343,d37b237719664beabc3006030c0d93f4,0,117.136573,31.845387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,952,0,0,0,0,8,1.121886982,0.689562428,585.9375,0.96,0,4,47000.0,6.0,0.0,23,64,21,18
2345,7cc34046741649dab9356154be403b06,0,117.225291,31.845045000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,351,0,0,0,0,8,0.600768607,-0.215002357,56.96614583,0.84,8,1,0.0,0.0,0.0,15,28,13,51
1533,0281837f37bc46a1b06155ac5e2375c4,0,121.46835800000001,29.762390000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,1,0,8,1.125909175,0.675996899,989.5833332999998,0.701754386,2,0,0.0,0.0,0.0,10,45,10,3
2253,8b5de06663e5423ca71c501920a77238,1,121.53795900000001,29.823832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.73969387,-0.04130838,1777.7777780000001,1.0,2,0,44000.0,5.0,0.0,31,88,36,55
1524,af334c3157464607a5ad5c056eac2e81,0,112.45386599999999,31.368651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.790239299,-0.031635987000000004,1662.977431,0.613924051,0,1,47000.0,6.0,0.0,0,3,0,0
575,c721037275334fb6a2a0c6a83c4573c7,0,117.250693,31.868622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,942,0,0,0,0,8,0.826866223,0.100782123,220.2690972,0.6034482760000001,1,0,44000.0,4.0,0.0,38,89,39,29
2234,a7423fbf2c574ae99104c36483f6492d,1,117.241368,40.017117999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.197430262,0.260288814,546.875,2.488888889,2,0,41000.0,1.0,0.0,10,10,3,0
37,02c758a8fa8e46efb00f7955a18523fc,0,119.57611299999999,28.089816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,0,8,0.472191081,-0.885352503,331.48871529999997,1.3829787230000001,2,0,41000.0,3.0,0.0,23,29,9,0
1601,79969ab081fa49fd90790b9e54d960d8,0,112.24848300000001,25.53145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.48066631600000004,-0.589459515,5260.416667,5.260416667,1,0,41000.0,1.0,0.0,3,4,1,0
2188,797df873200a4d5e9ce9ded28cb2c165,0,117.14664499999999,31.837616999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.909025627,-0.22765523699999998,495.3342013999999,1.509090909,3,0,0.0,0.0,0.0,6,18,10,10
2062,33c3a2e55387404c9d0a4fa1c06ef765,1,108.16291899999999,32.799040000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,0,0,8,1.003381692,-0.570293665,3339.192708,1.6159420290000002,1,0,52000.0,5.0,0.0,0,12,4,3
1301,ce596852abed460ba643cc3d98dd298c,0,117.24069399999999,31.875213000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.5431270229999999,0.756074571,323.2955933,1.061946903,2,1,44000.0,3.0,0.0,15,25,3,16
795,ef215fd55f9d4d6ea4ac9948487329b5,0,117.24045,31.883607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,968,0,0,0,0,8,1.0064427409999999,0.502319243,775.3164557,0.734693878,3,0,45000.0,4.0,0.0,25,44,36,3
1494,309983d67ba243d7b34ab044cafe224d,1,120.26641000000001,30.054622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116,0,0,1,1000,8,1.14818132,-0.673770856,29.94791667,0.52173913,2,0,44000.0,2.0,0.0,5,31,11,6
1890,1451aa5676344dccace28864dce6d836,0,106.99913799999999,29.564456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,1,0.262476039,-0.446469325,121.7365265,0.932432432,1,0,0.0,0.0,0.0,0,27,4,0
1628,5529f36cce2d47b48509618a40cee519,0,94.349244,29.689676000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.85376522,-0.377413151,139.7569444,0.608695652,1,0,42000.0,2.0,0.0,0,2,0,0
1049,f01e912e0bd9413a9f5090621ade960a,1,102.400184,28.308559000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.755904692,0.345428615,3135.850694,1.0,1,0,42000.0,2.0,0.0,4,0,0,2
1505,b236f7d4b4b94adebe1910aedc969590,0,107.26388200000001,29.218968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.88412929,0.41557750299999996,939.0782828,1.029411765,1,0,42000.0,3.0,0.0,0,4,0,0
701,f8551c33c111490392c6c78886294b63,0,117.234553,31.857351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.851403054,0.8140158209999999,1805.664062,1.0,2,0,0.0,0.0,0.0,21,42,15,42
2059,16cd926fb027450db66054561e57e936,1,103.233594,23.487797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.52842183,0.499390589,562.0659722,1.057142857,2,0,41000.0,1.0,0.0,1,11,4,0
947,097542f021de405ca7fc12376954e805,0,106.991353,33.370176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,996,0,0,1,0,8,0.72363452,0.904001466,159.50520830000002,1.2,1,0,42000.0,2.0,0.0,8,59,0,1
342,3541c4af4c784a2cbc6e8abd3c214d8c,1,99.672212,25.388676999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.7734967979999999,0.745172948,7999.296765000001,2.377142857,2,0,41000.0,1.0,0.0,11,35,0,0
748,b80319fcfba34ab6bcb91a83148ef429,1,117.385356,34.707772,0.0,1.0,0.0,0.0,0.0,0.0,0.0,486,0,0,1,1000,8,0.451454691,-0.7475833270000001,79.6633263,0.8620689659999999,3,0,0.0,0.0,0.0,3,6,6,0
1172,f4ea46a3ca254359a55c92d095af7caf,0,117.21354299999999,31.839190000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.255605617,-0.630311309,1940.5381940000002,15.47058824,1,0,44000.0,4.0,0.0,12,25,12,22
1299,04f6e2284c1a48a6a34be881ef5e73ca,0,114.473825,30.890137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.187378453,-0.237190796,2001.953125,7.38,4,0,41000.0,1.0,0.0,4,10,6,0
2058,9ea8a599c6c54693aa7e56791f15177f,0,118.86618200000001,35.429322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,879,0,0,0,0,7,0.288607586,0.6677174920000001,20037.8418,4.102040816000001,0,3,47000.0,6.0,0.0,0,3,0,0
258,1a4a7fbd434947f4ac66c87dd690f60b,0,117.163597,31.835718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.648432323,-0.7325359690000001,8776.692708,5.43442623,2,1,45000.0,5.0,0.0,4,6,0,0
1618,249b359ecd0a4b7eb704cdac19ad2f7a,0,117.242935,31.897095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.400717349,-0.897695653,3611.111111,7.876923077000001,2,0,0.0,0.0,0.0,16,33,9,14
2142,dd9f24e23d00455cbea9a6c8e22cc794,0,117.213879,31.899380999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,971,0,0,0,0,8,0.82035305,0.07618671,79.75260417,0.6,2,0,44000.0,4.0,0.0,6,20,8,12
1952,c3c3a5b9d464481eb30ff1e628c3e97d,0,117.238974,31.904513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.642565752,0.657087965,4166.666667,1.5,2,0,0.0,0.0,0.0,17,31,19,17
165,20920095ea4c4217aec8be79dcf37d96,0,111.857808,37.038309999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.069457952,0.49990276299999997,35.04774306,0.894736842,2,0,42000.0,2.0,0.0,6,5,0,2
221,6534fc1716c14603b3c45703b9bdc031,1,114.97991299999998,30.32228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,1.0468047040000001,0.546637038,683.59375,0.7777777779999999,1,0,41000.0,1.0,0.0,14,13,4,0
1471,78bb9d0dcbaf4a67b54d18bd810fe688,0,117.23591599999999,31.862078999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.256294825,-0.449785819,1588.650174,1.0,7,0,45000.0,3.0,0.0,14,63,17,25
2085,ddff647c9dbe43b5b33b433979e25305,1,121.112054,29.109078000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.499311351,0.74825279,33.203125,1.058823529,3,0,41000.0,1.0,0.0,13,23,1,0
597,1ba4af38158b48f0ac382b2c28b68e53,0,117.24166000000001,31.892769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,980,0,0,0,0,8,0.563861741,0.155179885,105.79427079999999,0.641025641,2,0,44000.0,4.0,0.0,9,47,25,16
1422,fc847554f65949e7b9848cce7e02ac9c,1,112.20606799999999,22.709768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.93173596,0.790042611,732.2433193,0.6938775509999999,3,0,44000.0,4.0,0.0,13,36,13,6
1068,dff489d4ca9c4da18be9c9114be10384,0,117.211997,31.903115000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.74039536,-0.163201095,62.39149306,0.92,3,2,42000.0,2.0,0.0,7,23,8,11
868,cd7cfc4849524950a178c639ee773229,0,117.221623,31.875021999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.49902927700000005,0.709711199,6166.883681,2.305732484,2,0,45000.0,4.0,0.0,21,32,13,16
897,0f6f98c6827943e2a9d46d24fe24a371,0,112.892408,39.441682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.592759946,0.060707288,657.3547980000001,1.3877551019999999,1,0,41000.0,1.0,0.0,5,16,0,0
1846,5ae57ce46be5413a9a8d45440ac5b622,0,117.24275300000001,31.888389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,974,0,0,0,0,8,0.7434618129999999,0.226044637,96.6796875,0.818181818,7,0,44000.0,4.0,0.0,13,35,25,33
1312,0d01343146874399909d00135260baf6,0,112.190375,27.756356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,975,0,0,1,0,8,0.704185693,0.842186318,244.140625,1.111111111,1,0,51000.0,3.0,0.0,2,34,5,0
1824,1f4e22087ce44897b472dc03e1bf61bb,1,97.783119,23.956726999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.856351373,0.836883888,4845.052083,1.0,1,0,0.0,0.0,0.0,0,10,5,0
1896,8943e270c35f4ddd8a24694e4ff860b9,0,117.145169,31.837372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,8,0.63069541,0.9997782540000001,453.125,1.8125,2,0,44000.0,4.0,0.0,6,18,10,10
774,eb6d80bbbea24456a24226abc8075bf4,1,116.417667,25.643998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.47650645700000005,-0.643890922,37.87878788,0.75,2,0,45000.0,2.0,0.0,2,12,4,1
540,ccf8538858f94ac887736486b8cf8f1e,1,103.018927,38.506747999999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.817835214,-0.346443059,3602.4305560000003,1.2048192770000001,1,0,41000.0,1.0,0.0,3,22,0,0
1412,14159e27cb6b4f30969efa1064d1ef05,0,112.46368500000001,22.738946,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.789404897,0.6668173589999999,2994.68316,0.740932642,2,0,0.0,0.0,0.0,11,29,0,0
892,b1489acce4a349f4b23b783367d0009f,0,117.160554,31.851552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.562286589,0.908986842,1668.402778,1.0,1,0,0.0,0.0,0.0,23,45,35,19
2212,9054cf982efb47f787fd526afe4b97ec,1,121.30615700000001,31.198117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.13502014699999998,-0.44232082,23.98003472,0.764705882,1,0,43000.0,2.0,0.0,81,83,47,25
2276,431be1fc64374351bb0ec23fa2c0d24e,1,116.657546,39.652812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.802434291,0.439634474,692.2468353999999,0.63,2,0,41000.0,1.0,0.0,14,20,0,2
1887,9ac4105955284c26b833f99c89abdf24,0,117.24096999999999,31.895944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,973,1,1000,0,0,8,0.686392188,0.898417373,153.8326301,0.875,2,0,44000.0,4.0,0.0,9,47,25,16
2000,5380cc8f4f0b440ba2f136d6ef1c19f2,1,121.488849,31.131441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.7211750020000001,0.935972542,3111.328125,1.092592593,4,0,44000.0,2.0,0.0,28,21,11,6
623,7cafd5c440d54acc942e2712bbc4d8d4,1,111.789651,32.828037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.744800015,0.44941221200000003,3056.104958,1.7244094490000001,2,0,41000.0,1.0,0.0,0,8,1,0
1241,5bdb2e37bb1a42ac8e5d4655e0af53a2,1,114.197452,30.565580999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1000,8,0.77019294,-0.528366885,102.5390625,4.2,3,0,51000.0,3.0,0.0,26,87,43,50
2314,39ba6757ab6a4099a15f8f5e615e84ee,0,117.23719399999999,31.851149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.673055601,-0.94923642,570.3125,1.013888889,4,0,45000.0,5.0,0.0,29,47,5,40
991,b1ce4fbbcd4d4e2d89bb7c32b5b44a2b,1,117.42433700000001,39.939578000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.64403208,-0.172524187,136.71875,1.4,1,0,41000.0,1.0,0.0,14,10,0,0
1560,4cf275703e354f8bb0ecd070b0c2e5d6,1,116.275601,39.846483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.8318181159999999,0.823163393,1856.8697260000001,1.015503876,2,1,45000.0,5.0,0.0,9,39,14,28
2372,1d924411962148a7a6c1caac52ca6c8c,0,115.057266,24.771429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,907,0,0,0,0,8,0.940443694,0.246632995,76.47679325,0.8275862070000001,2,0,0.0,0.0,0.0,6,19,6,0
668,7654df6a89d34f62a891d6a3c1bfc4d7,0,85.420323,45.994875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.7391435709999999,0.516739182,1310.546875,1.232323232,1,0,41000.0,1.0,0.0,0,13,0,0
719,01284af02e004709aa8a856ca6c4990b,0,114.199455,30.596259999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.9072073490000001,0.946126963,2279.947917,2.019607843,2,2,44000.0,3.0,0.0,22,24,6,43
968,54432b1a7bc4411980788842a790fad2,0,117.22705900000001,31.840976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.472467033,-0.820163043,1498.046875,1.0085470090000002,1,0,44000.0,4.0,0.0,20,35,21,44
480,b05b7f4379d944229465fd99154d71f1,1,103.054937,38.528206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.539449596,0.8470567920000001,5214.518229,1.29015544,1,0,41000.0,1.0,0.0,3,22,0,0
1774,20232d8a751a4213817b28e01bb97c0b,1,113.80675600000001,35.373119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.782915609,-0.263680263,2786.655619,1.10619469,2,0,0.0,0.0,0.0,2,8,0,0
2287,34ea826cc4be40d09e1a6cde58d71b4f,1,110.280375,29.118290000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,1,0.274913185,0.9999605659999999,1588.654518,3.766917293,2,0,41000.0,1.0,0.0,4,21,7,0
659,5fae04b3542f4b27bc66641d615e0425,0,117.213815,31.842121000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.72261454,0.718840288,1009.114583,0.93,2,0,45000.0,4.0,0.0,15,43,18,23
1274,d3a1804ec93e4b9c9ab33ffc6440c5be,1,116.41699399999999,25.643938000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.438698683,-0.802994723,41.03535354,0.8125,2,0,45000.0,2.0,0.0,2,12,4,1
1703,0678d9822e014f698174fd612f8471db,0,117.17497,31.856579999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.440455187,-0.999597214,4046.875,9.396825397,6,1,44000.0,4.0,0.0,13,28,23,27
1434,4c033a00c3134ddb99e0de91125d8d53,0,117.156396,31.857019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.6344088920000001,0.196264145,486.80305480000004,1.349593496,3,1,44000.0,4.0,0.0,10,30,24,21
1540,1f73ec3f61564680933f174e88816827,1,110.266196,39.474698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.9335825790000001,0.199351525,756.5104167000001,0.988095238,1,0,51000.0,3.0,0.0,2,13,0,0
1972,0125fd3d8ebe43ce9f86f9c7d75e3280,0,104.77770699999999,29.323061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,8,0.811793331,0.6176311999999999,105.15559070000002,0.8787878790000001,7,2,45000.0,5.0,0.0,8,22,11,27
556,18a3b87dcd40435ab45776ff7d186046,0,117.208597,31.840336999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.577557285,-0.9979770029999999,975.5859375,6.567567567999999,1,0,44000.0,4.0,0.0,36,55,26,48
1261,7392f2b9d4fd496e97218d1311e51351,0,117.24049699999999,31.875003999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.9317307020000001,0.834300886,1340.675354,0.6971830990000001,1,0,44000.0,3.0,0.0,15,25,3,16
1067,f0bf44e7ba854554a4fc12b74c2ff94a,1,120.738242,31.293291999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.601791576,0.11329806,3033.459596,1.0,2,0,45000.0,5.0,0.0,8,46,15,45
1343,0d946d6ce8224122ad4262176eaff17c,0,117.24625900000001,31.886322999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.9935720090000001,0.546568895,1695.421007,1.0,3,0,44000.0,4.0,0.0,14,57,14,16
1081,8dd9b0beefaa41ca84176142d64bd9f4,0,117.23069299999999,31.900024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.55077982,0.993540798,1615.017361,1.0,5,0,44000.0,5.0,0.0,29,22,16,25
879,5661e98731dd44918265ba4b933bf9e4,1,101.168715,36.527404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.797748482,0.591943743,321.6145833,1.096153846,2,0,41000.0,1.0,0.0,13,40,6,4
708,bfdf50b7552c490e8f969b59dc14d608,0,117.225105,31.847131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.8701691109999999,0.27772379399999997,58.59375,0.6,4,2,44000.0,4.0,0.0,15,28,13,51
1317,0c4ed744664d4967940c063dc315dccd,0,113.34366399999999,35.160969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.48413618700000005,0.49343324299999997,2071.614583,0.645348837,2,0,41000.0,5.0,0.0,9,9,1,0
1702,27c6769db6d6431687124fbfcc5bd0f9,0,117.212223,31.892381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,216,1,999,0,0,8,0.621598243,0.545189586,54.6875,0.875,3,0,42000.0,2.0,0.0,13,32,11,8
1378,117ab43b80f541d98c11ed920d270c23,0,111.82531599999999,35.140198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,1.030283934,0.77648498,3600.260417,1.6928571430000001,1,0,42000.0,3.0,0.0,5,5,3,0
54,1d67e623fa6141768a713837ad0bd5e9,0,110.314631,29.429525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.51161106,0.814420757,2376.736111,1.0,3,0,45000.0,5.0,0.0,1,0,0,0
